"category","title","content","external_key","source_url"
"HA · Loại phòng & giá","Số phòng còn lại, khóa phòng nhanh và thiết lập khóa phòng","Số phòng còn lại (room allotment, tính năng từ 17/06/2024): trên lịch loại phòng, khách sạn nhập số phòng còn lại để bán; hệ thống tự động khóa loại phòng khi bán hết. Cột ""Số phòng đã đặt"" và ""Số phòng còn lại"" hiển thị theo từng khung 30 phút trong ngày.

Khóa nhanh (Khóa phòng ngay / Hết phòng hôm nay): khóa loại phòng cho hôm nay; phòng sẽ tự động mở lại vào 6:00 sáng ngày hôm sau. Nếu loại phòng đang chạy Giảm sốc (Flash Sale), Go2Joy sẽ dừng Giảm sốc và khóa phòng.

Thiết lập khóa phòng (Quản lý loại phòng → Khóa phòng): chọn loại phòng muốn khóa (hoặc toàn bộ khách sạn), loại đặt phòng (Theo giờ / Qua đêm / Theo ngày / tất cả), ngày bắt đầu–kết thúc, giờ bắt đầu–kết thúc → Xác nhận lệnh khóa. Nếu khung thời gian trùng lệnh khóa cũ, hệ thống hỏi ghi đè; lệnh trùng hoàn toàn bị từ chối. Lịch sử khóa phòng liệt kê các lệnh và cho phép xóa lệnh khóa.

Nguồn: Quản lý loại phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-12-VI","https://ha.go2joy.vn/room-type"
"HA · Loại phòng & giá","Remaining rooms, quick lock and room lock settings","Remaining rooms (room allotment, since 17/06/2024): on the room type calendar the hotel enters how many rooms are left to sell; the system auto-locks the room type when sold out. ""Rooms booked"" and ""Rooms left"" are shown per 30-minute slot of the day.

Quick lock (Lock now / Sold out today): locks the room type for today; it reopens automatically at 6:00 the next morning. If the room type has a running Flash Sale, Go2Joy stops the Flash Sale and locks the room.

Room lock settings (Room type management → Room lock): choose the room type (or the whole hotel), booking type (Hourly / Overnight / Daily / all), start–end dates and start–end times → Confirm lock. If the window overlaps an existing lock the system asks to overwrite; an identical lock is rejected. The lock history lists all locks and allows deleting one.

Source: Room type management, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-12-EN","https://ha.go2joy.vn/room-type"
"HA · Loại phòng & giá","Giảm sốc (Flash Sale), Giảm giá trực tiếp và Phụ thu","Ba công cụ giá trên Quản lý loại phòng:

- Giảm sốc / Flash Sale: thiết lập theo loại phòng với tên, thời gian bắt đầu, số lượng, giá Flash sale và hình hiển thị; có bản Theo giờ và Qua đêm. Giá giảm sốc phải nhỏ hơn giá qua đêm gốc. Có thể Dừng bất kỳ lúc nào; báo cáo ""Xuất báo cáo Phòng Giảm Sốc"" theo ngày. Phòng Flash Sale không cho khách hủy. Khóa phòng sẽ làm dừng Flash Sale đang chạy.
- Giảm giá trực tiếp: chương trình giảm theo loại phòng, theo ngày trong tuần hoặc ngày đặc biệt, với giá sau giảm cho giá giờ đầu / giá thêm giờ / giá qua đêm / giá một ngày. Theo Nghị định 81/2018/NĐ-CP, giá trị giảm không được vượt quá 50% giá trị đặt phòng. Khách vẫn được dùng coupon khi đặt phòng đã có giảm giá trực tiếp.
- Phụ thu: lịch phụ thu theo loại phòng, ngày áp dụng (thứ trong tuần hoặc ngày đặc biệt), thời gian bắt đầu/kết thúc; giá sau phụ thu từ 1% đến 500% giá gốc, áp cho giá giờ đầu / thêm giờ / qua đêm / một ngày. Phụ thu tính vào Tiền phòng và cơ sở tính hoa hồng.

Nguồn: Quản lý loại phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-13-VI","https://ha.go2joy.vn/room-type"
"HA · Loại phòng & giá","Flash Sale, Direct discount and Surcharges","Three pricing tools in Room type management:

- Flash Sale (""Giảm sốc""): set per room type with a name, start time, quantity, Flash Sale price and display image; hourly and overnight variants. The Flash Sale price must be lower than the original overnight price. It can be stopped at any time; a ""Flash Sale room report"" can be exported by date. Flash Sale rooms cannot be cancelled by guests. Locking the room stops a running Flash Sale.
- Direct discount: a discount programme per room type, by weekday or special date, with post-discount prices for first-hours / additional-hour / overnight / daily rates. Under Decree 81/2018/ND-CP the discount may not exceed 50% of the booking value. Guests may still use coupons on bookings with a direct discount.
- Surcharge: a surcharge schedule per room type, applicable days (weekdays or special dates), start/end time; post-surcharge price from 1% to 500% of the base, for first-hours / additional-hour / overnight / daily rates. Surcharges count toward room revenue and the commission base.

Source: Room type management, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-13-EN","https://ha.go2joy.vn/room-type"
"HA · Khuyến mãi & chiến dịch","Coupon: Khuyến mãi tạo bởi Go2Joy và Hotel CRM (Khuyến mãi mục tiêu)","Quản lý khuyến mãi có hai tab:

1) Khuyến mãi tạo bởi Go2Joy: các coupon do Go2Joy phát hành trong các chương trình; khách sạn Đăng ký / Hủy đăng ký tham gia, Tạm dừng / Tiếp tục chạy. Mỗi coupon ghi rõ mức giảm (số tiền hoặc %, giảm tối đa), thời gian khách có thể nhận, khoảng thời gian áp dụng đặt phòng, và tỉ lệ tài trợ: ""Go2Joy tài trợ x%"" và/hoặc ""Khách sạn tài trợ y%"" (nhiều coupon được Go2Joy tài trợ 100%). Bộ lọc: Chưa đăng ký / Đã đăng ký / Đã dừng / Đang chạy; có ""Doanh thu đặt phòng"" theo coupon.
2) Hotel CRM (Khuyến mãi mục tiêu): khách sạn tự tạo coupon cho nhóm khách hàng mục tiêu; để được lên bộ sưu tập trên trang chủ Go2Joy cần mức khuyến mãi tối thiểu 10K (theo số tiền) hoặc 10% (theo %). Coupon mục tiêu phải có điều kiện phát hành, hình thức khuyến mãi và nhóm người dùng nhận.

Lưu ý: khi tạm dừng coupon, khách không dùng được nữa; khi tiếp tục, khách dùng được ngay. Tính năng có thể tạm không khả dụng nếu khách sạn chưa hoàn tất thanh toán cho Go2Joy.

Nguồn: Quản lý khuyến mãi, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-14-VI","https://ha.go2joy.vn/promotion"
"HA · Khuyến mãi & chiến dịch","Coupons: Go2Joy-created promotions and Hotel CRM (targeted promotions)","Promotion management has two tabs:

1) Promotions created by Go2Joy: coupons Go2Joy issues within its programmes; the hotel Registers / Cancels registration and Pauses / Resumes. Each coupon states the discount (amount or %, maximum discount), when users can claim it, the booking window it applies to, and the sponsorship split: ""Go2Joy sponsors x%"" and/or ""Hotel sponsors y%"" (many coupons are 100% sponsored by Go2Joy). Filters: Not registered / Registered / Stopped / Running; booking revenue is shown per coupon.
2) Hotel CRM (targeted promotions): coupons the hotel creates for a target customer group; to appear in the collection on the Go2Joy home page the discount must be at least 10K VND (amount) or 10% (percentage). A targeted coupon needs an issue condition, a promotion form and a recipient user group.

Notes: while paused, guests cannot use the coupon; on resume they can use it immediately. The feature may be unavailable if the hotel has not completed payment to Go2Joy.

Source: Promotion management, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-14-EN","https://ha.go2joy.vn/promotion"
"HA · Khuyến mãi & chiến dịch","Chiến dịch quảng cáo: gửi thông báo đẩy cho người dùng Go2Joy","Menu Chiến dịch quảng cáo (Quản lý thông báo) cho phép khách sạn tạo chiến dịch gửi thông báo đẩy tới thiết bị người dùng Go2Joy. Đang là ""Phiên bản thử nghiệm miễn phí"": số khách nhận còn hạn chế; muốn mở rộng độ phủ, liên hệ Go2Joy để được tư vấn gói nâng cấp.

Tạo chiến dịch: tiêu đề và nội dung thông báo (phần trong dấu [...] được thay bằng thông tin khách sạn/người dùng khi gửi); liên kết tới Trang chủ khách sạn, Loại phòng cụ thể hoặc Trang chi tiết coupon; đối tượng gửi: ""Tự động lựa chọn bởi AI"" (hệ thống AI của Go2Joy chọn khách dựa trên hành vi tìm kiếm, xem khách sạn), Khách hàng mới, Nhóm người dùng lần đầu đặt và hoàn thành đặt phòng tại khách sạn, Khách hủy giữa chừng (abandoned), Nhóm đã từng đặt và hoàn thành hơn 1 lần, Nhóm từng đặt nhưng hủy hoặc không nhận phòng; ""Khách hàng trung thành"" đang Sắp mở; lịch gửi: khoảng ngày chạy chiến dịch (hệ thống tự xếp lịch tối ưu) và khung giờ gửi mỗi ngày.

Trạng thái: Chờ gửi / Đang gửi / Đã dừng; theo dõi Đã gửi, Đã xem, Gửi tối đa. Dừng chiến dịch thì thông báo không gửi tới nhóm đã chọn kể từ thời điểm dừng.

Nguồn: Chiến dịch quảng cáo, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-15-VI","https://ha.go2joy.vn/notification-mgt-list"
"HA · Khuyến mãi & chiến dịch","Advertising campaigns: push notifications to Go2Joy users","The Advertising campaign menu (Notification management) lets a hotel create push-notification campaigns to Go2Joy users' devices. It is currently a ""free trial version"": the number of recipients is limited; to widen reach, contact Go2Joy for an upgrade package.

Creating a campaign: title and content (text in [...] is replaced with hotel/user data on send); link to the hotel page, a specific room type or a coupon detail page; audience: ""Auto-selected by AI"" (Go2Joy's AI picks users from their search and hotel-viewing behaviour), New customers, Users who booked and completed a first stay at the hotel, Abandoned/drop-off users, Users who booked and completed more than once, Users who booked but cancelled or did not check in; ""Loyal customers"" is Coming soon; schedule: campaign date range (the system optimises the send schedule) and a daily send window.

Statuses: Pending / Sending / Stopped; track Sent, Viewed, Max sends. Stopping a campaign halts sends to the selected group from that moment.

Source: Advertising campaign screen, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-15-EN","https://ha.go2joy.vn/notification-mgt-list"
"HA · Khuyến mãi & chiến dịch","Tem (stamp) tích lũy cho khách đặt phòng","Quản lý tem: người dùng nhận được tem khi đặt phòng thành công trên ứng dụng Go2Joy; khi đủ số tem quy định, người dùng nhận 1 coupon với giá trị do khách sạn thiết lập. Khách sạn thiết lập chương trình tem trong menu Quản lý tem; việc khách ""Sử dụng tem"" (redeem) xuất hiện như một khoản giảm trong chi tiết báo cáo đặt phòng và đối soát (""Sử dụng tem"", nhóm Khách sạn điều chỉnh giá).

Nguồn: Quản lý tem và Báo cáo đặt phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-16-VI","https://ha.go2joy.vn/stamp"
"HA · Khuyến mãi & chiến dịch","Stamps (loyalty stamps) for booking guests","Stamp management: users earn a stamp each time they complete a booking in the Go2Joy app; once they collect the required number they receive a coupon whose value the hotel sets. The hotel configures its stamp programme in the Stamp management menu; a guest redeeming stamps appears as a discount line (""Redeem stamp"", under hotel price adjustments) in the booking report and reconciliation detail.

Source: Stamp management and Booking report, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-16-EN","https://ha.go2joy.vn/stamp"
"HA · Tài khoản & nhân viên","Tài khoản nhân viên và phân quyền trên Hotel Admin","Mỗi nhân viên khách sạn nên có một tài khoản cá nhân được phân quyền tương ứng. Tạo tại Quản lý nhân viên → Thêm nhân viên: Thông tin đăng nhập (tên đăng nhập, mật khẩu, nhập lại mật khẩu); Phân quyền — hai vai cho nhân viên khách sạn: Quản lý và Lễ tân; Thông tin nhân viên (họ tên, số điện thoại, email, Email công nợ, địa chỉ, mô tả, tùy chọn Nhận tin nhắn từ Go2Joy); Quyền truy cập: chọn khách sạn được truy cập (với tài khoản quản lý nhiều khách sạn / nhóm khách sạn). Có thể sửa, vô hiệu hóa (Hoạt động / Không hoạt động) hoặc xóa tài khoản.

Menu Phân quyền hiển thị ma trận theo nhóm chức năng (Trang chủ, Quản lý đánh giá, Quản lý loại phòng, Tin nhắn từ Go2Joy, Quản lý đặt phòng, Báo cáo đặt phòng, Khuyến mãi, Quản lý nhân viên, Thiết lập, Thông tin khách sạn, Phương thức thanh toán, Phân quyền, Hồ sơ, Quản lý tem, Quản lý sản phẩm, Giảm giá trực tiếp, Quản lý đối soát, Tài khoản ngân hàng, Chính sách hủy phòng, Quản lý kênh đối tác, Quản lý thông báo, Chat với khách) × thao tác (Xem / Tạo / Sửa / Xóa / Xuất file / Đặc quyền) và hạn chế khu vực. Tài khoản chưa được phân quyền sử dụng hệ thống cần liên hệ chủ khách sạn hoặc Bộ phận hỗ trợ Go2Joy. Email công nợ của tài khoản là nơi nhận file đối soát/báo cáo.

Nguồn: Quản lý nhân viên và Phân quyền, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-17-VI","https://ha.go2joy.vn/staff-mgt"
"HA · Tài khoản & nhân viên","Staff accounts and permissions in Hotel Admin","Every hotel staff member should have a personal account with matching permissions. Create one under Staff management → Add staff: Login information (username, password, confirm password); Permission — two roles for hotel staff: Manager and Receptionist; Staff information (full name, phone, e-mail, Debt e-mail, address, description, ""Receive messages from Go2Joy"" option); Access privileges: choose the hotels the account may access (for multi-hotel / hotel-group accounts). Accounts can be edited, disabled (Active / Inactive) or deleted.

The Permission menu shows a matrix of function groups (Home, Review management, Room type management, Messages from Go2Joy, Booking management, Booking report, Promotions, Staff management, Settings, Hotel information, Payment methods, Permission, Profile, Stamp management, Product management, Direct discount, Reconciliation management, Bank account, Cancellation policy, Partner channel management, Notification management, Chat with guests) × actions (View / Create / Modify / Delete / Export / Special) plus area restriction. An account without system permissions must contact the hotel owner or Go2Joy support. The account's Debt e-mail is where reconciliation/report files are sent.

Source: Staff management and Permission screens, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-17-EN","https://ha.go2joy.vn/staff-mgt"
"HA · Tài khoản & nhân viên","Chat với khách trên Hotel Admin: điều kiện sử dụng, tạm dừng và nội dung vi phạm","""Chat với khách"" (Quản lý tin nhắn → Chat với khách) là hộp thư để khách sạn trả lời trực tiếp khách đặt phòng nhắn từ ứng dụng Go2Joy (nút ""Chat với khách sạn"" trên trang khách sạn). Bộ lọc Tất cả / Chưa đọc / Đã đọc, tìm theo tên khách; có thể mở chat từ chi tiết đặt phòng hoặc từ thông báo đẩy.

Điều kiện: khách sạn phải đăng ký tính năng với Go2Joy (""Khách sạn chưa đăng ký sử dụng tính năng... Vui lòng liên hệ Go2Joy để được hỗ trợ đăng ký""). Go2Joy có thể tạm dừng chat của một khách sạn kèm lý do (""Tính năng này bị tạm dừng vào lúc... Xem lý do""); để mở lại, liên hệ Go2Joy. Tin nhắn chứa nội dung vi phạm Điều khoản và chính sách của Go2Joy sẽ bị hệ thống chặn kèm thông báo.

Thông báo tin nhắn mới hiển thị ở chuông và web push của Hotel Admin. Ứng dụng Go2Joy Partner hiện chỉ có thông báo đặt phòng; để trả lời chat, mở Hotel Admin trên trình duyệt.

Nguồn: Chat với khách, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-18-VI","https://ha.go2joy.vn/chat-with-customers"
"HA · Tài khoản & nhân viên","Chat with guests in Hotel Admin: eligibility, suspension and policy-violating content","""Chat with guests"" (Message management → Chat with guests) is the inbox where the hotel replies directly to guests who message from the Go2Joy app (the ""Chat with hotel"" button on the hotel page). Filters All / Unread / Read, search by guest name; a chat can be opened from a booking detail or from a push notification.

Eligibility: the hotel must register the feature with Go2Joy (""The hotel has not registered to use this feature... please contact Go2Joy to register""). Go2Joy may suspend a hotel's chat with a stated reason (""This feature was temporarily disabled at... View reason""); to re-enable it, contact Go2Joy. Messages that violate Go2Joy's terms and policies are blocked by the system with a notice.

New-message alerts appear in the Hotel Admin bell and web push. The Go2Joy Partner app currently carries booking notifications only; to answer chats, open Hotel Admin in a browser.

Source: Chat with guests screen, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-18-EN","https://ha.go2joy.vn/chat-with-customers"
"HA · Liên hệ & thông báo Go2Joy","Kênh liên hệ Go2Joy dành cho khách sạn đối tác và mục Tin nhắn từ G2J","Kênh liên hệ Go2Joy cho khách sạn (theo Hotel Admin và các thông báo Go2Joy gửi khách sạn):
- Đường dây nóng (hotline) hỗ trợ: 1900 638 838.
- Bộ phận Chăm sóc Khách hàng / Chuyên viên kinh doanh: 0931 836 836 (miền Nam), 0777 892 399 (miền Bắc) — số nêu trong các thông báo năm 2024.
- Email: support@go2joy.vn.
- Trong Hotel Admin: Quản lý tin nhắn → Tin nhắn từ G2J → ""Tin nhắn mới"": nhập Chủ đề và Chi tiết (ví dụ ""Chào Go2Joy, tôi muốn thêm mới loại sản phẩm..."") để gửi yêu cầu tính năng hoặc câu hỏi; Go2Joy trả lời trong cùng mục (Nội dung Q&A). Có thể ""Trả lời"" các thông báo Go2Joy đã gửi.
- Kênh khác được Go2Joy nhắc tới: Zalo, ứng dụng Go2Joy Partner.

Mục Tin nhắn từ G2J là nơi Go2Joy gửi cho khách sạn: thông báo về đặt phòng, chính sách khuyến mãi, tính năng mới (loại ""Thông báo"" và ""Chức năng""). Nhiều thông báo có giá trị như Phụ lục hợp đồng và có hiệu lực khi khách sạn xác nhận hoặc không phản hồi trước ngày áp dụng.

Nguồn: Hotel Admin v23.3.0 và các thông báo Go2Joy 2020–2026 (đọc 16/09/2026). Số điện thoại có thể thay đổi — ưu tiên số hiển thị trên Hotel Admin.","GTJ-HA-POL-19-VI","https://ha.go2joy.vn/msg-from-g2j"
"HA · Liên hệ & thông báo Go2Joy","How partner hotels reach Go2Joy, and the Messages from G2J inbox","Go2Joy contact channels for partner hotels (per Hotel Admin and Go2Joy's notices to hotels):
- Support hotline: 1900 638 838.
- Customer care / sales specialists: 0931 836 836 (South), 0777 892 399 (North) — numbers quoted in 2024 notices.
- E-mail: support@go2joy.vn.
- In Hotel Admin: Message management → Messages from G2J → ""New message"": enter a Topic and Details (e.g. ""Hi Go2Joy, I want to add a new product type..."") to send a feature request or question; Go2Joy answers in the same thread (Q&A content). Notices Go2Joy sent can be answered with ""Reply"".
- Other channels Go2Joy mentions: Zalo, the Go2Joy Partner app.

Messages from G2J is where Go2Joy sends hotels booking notices, promotion policies and new-feature announcements (types ""Notice"" and ""Feature""). Several notices count as contract annexes and take effect when the hotel confirms or does not respond before the effective date.

Source: Hotel Admin v23.3.0 and Go2Joy notices 2020–2026 (read 2026-09-16). Phone numbers may change — prefer the number shown in Hotel Admin.","GTJ-HA-POL-19-EN","https://ha.go2joy.vn/msg-from-g2j"
"HA · Liên hệ & thông báo Go2Joy","Các thông báo chính sách gần đây Go2Joy gửi khách sạn (2024–2026)","Tóm tắt các thông báo trong mục Tin nhắn từ G2J (mới nhất trước):

- 04/09/2026 — Cập nhật và thực hiện lại đối soát Kỳ 2 tháng 8 (2T8): hệ thống phát sinh sai lệch dữ liệu đối soát gửi tới một số khách sạn; Go2Joy đã điều chỉnh trên HA. Khách sạn cần: đăng nhập HA → Quản lý đối soát → chọn Kỳ 2 tháng 8 → kiểm tra lại theo dữ liệu đã cập nhật (dùng ""Tải Excel"") → thực hiện lại đối soát.
- 19/09/2024 — Thời hạn chỉnh sửa trạng thái giao dịch đặt phòng: từ 01/10/2024 là F+10 (F = ngày cuối tháng khách trả phòng), áp dụng cho đặt phòng từ 09/2024. Không phản hồi trước ngày áp dụng được xem là đồng ý, là một phần của Hợp đồng dịch vụ.
- 17/06/2024 — Tính năng mới: Quản lý số phòng còn lại (room allotment), giao diện Quản lý loại phòng mới, Khóa phòng nhanh và Quản lý khóa phòng.
- 18/01/2024 — Từ 01/02/2024 thông báo đặt phòng gửi qua Hotel Admin, ứng dụng Go2Joy Partner và/hoặc email hợp đồng, thay cho SMS.
- Các thông báo khác: tạo coupon cho tệp khách hàng mục tiêu; khuyến mãi mục tiêu dành cho khách sạn; chính sách về tỉ lệ hủy phòng và tỉ lệ khiếu nại dịch vụ áp dụng từ 12/11/2024; điều chỉnh ngôn ngữ hợp đồng về điều khoản đối soát cho phù hợp quy định thuế.

Nguồn: Tin nhắn từ G2J, Hotel Admin UAT v23.3.0 (đọc 16/09/2026).","GTJ-HA-POL-20-VI","https://ha.go2joy.vn/msg-from-g2j"
"HA · Liên hệ & thông báo Go2Joy","Recent policy notices Go2Joy sent to hotels (2024–2026)","Summary of notices in Messages from G2J (newest first):

- 04/09/2026 — Redo of the August period-2 (2T8) reconciliation: a data discrepancy affected reconciliations sent to some hotels; Go2Joy corrected the data in HA. Hotels must: log in to HA → Reconciliation management → select August period 2 → re-check against the updated data (use ""Download Excel"") → complete the reconciliation again.
- 19/09/2024 — Edit window for booking transaction status: from 01/10/2024 it is F+10 (F = last day of the guest's check-out month), for bookings from September 2024. No response before the effective date counts as acceptance and becomes part of the service contract.
- 17/06/2024 — New features: remaining-room management (room allotment), redesigned Room type management, Quick lock and Room lock management.
- 18/01/2024 — From 01/02/2024 booking notifications are delivered via Hotel Admin, the Go2Joy Partner app and/or the contract e-mail instead of SMS.
- Others: targeted-audience coupons; targeted promotions for hotels; a policy on cancellation and service-complaint rates effective 12/11/2024; contract wording adjusted on reconciliation clauses for tax compliance.

Source: Messages from G2J, Hotel Admin UAT v23.3.0 (read 2026-09-16).","GTJ-HA-POL-20-EN","https://ha.go2joy.vn/msg-from-g2j"
"HA · Loại phòng & giá","Sản phẩm đi kèm (sản phẩm, dịch vụ bán thêm)","Quản lý sản phẩm: khách sạn thêm các sản phẩm, dịch vụ mình kinh doanh (Thêm sản phẩm: loại sản phẩm, tên, giá...) để khách đặt kèm khi đặt phòng. Sản phẩm mới ở trạng thái Chờ xác nhận cho tới khi Go2Joy duyệt. Muốn thêm loại sản phẩm chưa có trong danh mục, gửi yêu cầu qua Tin nhắn từ G2J → Tin nhắn mới (mẫu gợi ý: ""Chào Go2Joy, tôi muốn thêm mới loại sản phẩm: ..."").

Về tiền: Sản phẩm đặt kèm cộng vào Tiền phòng / Tổng thanh toán; hoa hồng trên sản phẩm đặt kèm là 10% (theo công thức Phí hoa hồng); giá sản phẩm hiển thị thành cột riêng trong Báo cáo đặt phòng.

Nguồn: Quản lý sản phẩm, Tin nhắn từ G2J và Báo cáo đặt phòng, Hotel Admin v23.3.0 (16/09/2026).","GTJ-HA-POL-21-VI","https://ha.go2joy.vn/product"
"HA · Loại phòng & giá","Add-on products (extra products and services)","Product management: the hotel adds the products and services it sells (Add product: product type, name, price...) so guests can order them with a booking. New products stay in Pending confirmation until Go2Joy approves them. To add a product type missing from the catalogue, send a request via Messages from G2J → New message (suggested wording: ""Hi Go2Joy, I want to add a new product type: ..."").

Money: add-on products are added to room revenue / total payment; commission on add-on products is 10% (see the commission formula); product prices appear as their own column in the Booking report.

Source: Product management, Messages from G2J and Booking report, Hotel Admin v23.3.0 (2026-09-16).","GTJ-HA-POL-21-EN","https://ha.go2joy.vn/product"
